北京联通,#genre#
未知频道,http://60.184.42.81:8888/rtp/233.50.201.224:5140
中国蓝直播,http://60.184.42.81:8888/rtp/233.50.201.108:5140
浙江之声广播,http://60.184.42.81:8888/rtp/233.50.201.79:5140
浙江新闻广播,http://60.184.42.81:8888/rtp/233.50.201.80:5140
经济频道广播,http://60.184.42.81:8888/rtp/233.50.201.81:5140
音乐调频广播,http://60.184.42.81:8888/rtp/233.50.201.82:5140
交通之声广播,http://60.184.42.81:8888/rtp/233.50.201.83:5140
旅游之声广播,http://60.184.42.81:8888/rtp/233.50.201.84:5140
城市之声广播,http://60.184.42.81:8888/rtp/233.50.201.85:5140
民生资讯广播,http://60.184.42.81:8888/rtp/233.50.201.86:5140

河北联通,#genre#
河北卫视高清,http://60.7.56.50:4000/rtp/239.253.92.154:6011
河北经济生活高清,http://60.7.56.50:4000/rtp/239.253.92.171:6001
河北都市高清,http://60.7.56.50:4000/rtp/239.253.92.172:6002
河北影视剧高清,http://60.7.56.50:4000/rtp/239.253.92.173:6003
河北少儿科教高清,http://60.7.56.50:4000/rtp/239.253.92.174:6004
河北公共高清,http://60.7.56.50:4000/rtp/239.253.92.175:6005
河北农民高清,http://60.7.56.50:4000/rtp/239.253.92.176:6006
CCTV-1综合,http://60.7.56.50:4000/rtp/239.253.92.83:8012
CCTV-2财经,http://60.7.56.50:4000/rtp/239.253.92.190:6065
CCTV-3综艺,http://60.7.56.50:4000/rtp/239.253.92.191:6057
CCTV-4亚洲,http://60.7.56.50:4000/rtp/239.253.92.251:6141
CCTV-5体育,http://60.7.56.50:4000/rtp/239.253.92.181:6046
CCTV-6电影,http://60.7.56.50:4000/rtp/239.253.92.193:6058
CCTV-7国防军事,http://60.7.56.50:4000/rtp/239.253.92.194:6059
CCTV-8电视剧,http://60.7.56.50:4000/rtp/239.253.92.195:6060
CCTV-9纪录,http://60.7.56.50:4000/rtp/239.253.92.107:6020
CCTV-10科教,http://60.7.56.50:4000/rtp/239.253.92.196:6061
CCTV-11戏曲,http://60.7.56.50:4000/rtp/239.253.93.153:6321
CCTV-12社会与法,http://60.7.56.50:4000/rtp/239.253.92.197:6062
CCTV-13新闻,http://60.7.56.50:4000/rtp/239.253.92.13:8008
CCTV-14少儿,http://60.7.56.50:4000/rtp/239.253.92.198:6063
CCTV-15音乐,http://60.7.56.50:4000/rtp/239.253.93.154:6322
CCTV-17农业农村,http://60.7.56.50:4000/rtp/239.253.93.150:6318
CCTV-5+体育赛事,http://60.7.56.50:4000/rtp/239.253.92.82:8013
CGTN国际,http://60.7.56.50:4000/rtp/239.253.92.15:8011
睛彩河北,http://60.7.56.50:4000/rtp/239.253.92.104:6221
石家庄新闻综合高清,http://60.7.56.50:4000/rtp/239.253.92.149:6035
石家庄娱乐,http://60.7.56.50:4000/rtp/239.253.92.93:8120
石家庄生活,http://60.7.56.50:4000/rtp/239.253.92.94:8121
石家庄都市,http://60.7.56.50:4000/rtp/239.253.92.95:8122
湖南卫视高清,http://60.7.56.50:4000/rtp/239.253.92.84:8015
浙江卫视高清,http://60.7.56.50:4000/rtp/239.253.92.90:8020
江苏卫视高清,http://60.7.56.50:4000/rtp/239.253.92.88:8018
北京卫视高清,http://60.7.56.50:4000/rtp/239.253.92.87:8014
东南卫视高清,http://60.7.56.50:4000/rtp/239.253.92.201:6146
东方卫视高清,http://60.7.56.50:4000/rtp/239.253.92.89:8019
天津卫视高清,http://60.7.56.50:4000/rtp/239.253.92.91:8021
深圳卫视高清,http://60.7.56.50:4000/rtp/239.253.92.86:8017
山东卫视高清,http://60.7.56.50:4000/rtp/239.253.92.207:8109
广东卫视高清,http://60.7.56.50:4000/rtp/239.253.92.206:8108
黑龙江卫视高清,http://60.7.56.50:4000/rtp/239.253.92.85:8016
辽宁卫视高清,http://60.7.56.50:4000/rtp/239.253.92.115:6056
安徽卫视高清,http://60.7.56.50:4000/rtp/239.253.92.209:6566
湖北卫视高清,http://60.7.56.50:4000/rtp/239.253.92.210:6567
四川卫视高清,http://60.7.56.50:4000/rtp/239.253.92.16:6043
重庆卫视高清,http://60.7.56.50:4000/rtp/239.253.92.10:6053
河南卫视高清,http://60.7.56.50:4000/rtp/239.253.92.137:6144
金鹰纪实高清,http://60.7.56.50:4000/rtp/239.253.92.103:6054
广西卫视高清,http://60.7.56.50:4000/rtp/239.253.92.76:8043
贵州卫视高清,http://60.7.56.50:4000/rtp/239.253.92.105:6055
江西卫视高清,http://60.7.56.50:4000/rtp/239.253.92.19:6145
吉林卫视高清,http://60.7.56.50:4000/rtp/239.253.92.202:6147
海南卫视高清,http://60.7.56.50:4000/rtp/239.253.93.155:6323
BRTV纪实科教,http://60.7.56.50:4000/rtp/239.253.93.190:6358
承德新闻综合,http://60.7.56.50:4000/rtp/239.253.92.222:8112
承德公共,http://60.7.56.50:4000/rtp/239.253.92.223:8113
张家口新闻综合,http://60.7.56.50:4000/rtp/239.253.92.225:8115
张家口公共,http://60.7.56.50:4000/rtp/239.253.92.226:8116
秦皇岛新闻综合,http://60.7.56.50:4000/rtp/239.253.92.52:6021
秦皇岛公共,http://60.7.56.50:4000/rtp/239.253.92.53:6022
秦皇岛影视,http://60.7.56.50:4000/rtp/239.253.92.54:6023
唐山新闻综合,http://60.7.56.50:4000/rtp/239.253.92.245:6089
唐山生活服务,http://60.7.56.50:4000/rtp/239.253.92.126:6026
唐山影视,http://60.7.56.50:4000/rtp/239.253.92.127:6027
唐山公共,http://60.7.56.50:4000/rtp/239.253.92.128:6028
廊坊新闻,http://60.7.56.50:4000/rtp/239.253.92.164:6036
廊坊公共,http://60.7.56.50:4000/rtp/239.253.92.166:6037
沧州新闻综合,http://60.7.56.50:4000/rtp/239.253.92.121:6015
沧州公共,http://60.7.56.50:4000/rtp/239.253.92.122:6016
沧州影视娱乐,http://60.7.56.50:4000/rtp/239.253.92.123:6017
保定新闻综合,http://60.7.56.50:4000/rtp/239.253.93.2:6153
保定公共频道,http://60.7.56.50:4000/rtp/239.253.93.4:6157
保定生活健康,http://60.7.56.50:4000/rtp/239.253.93.5:6158
衡水新闻综合,http://60.7.56.50:4000/rtp/239.253.93.3:6154
衡水公共,http://60.7.56.50:4000/rtp/239.253.93.7:6160
邢台综合,http://60.7.56.50:4000/rtp/239.253.93.8:6161
邢台城市生活,http://60.7.56.50:4000/rtp/239.253.93.10:6163
纪实人文高清,http://60.7.56.50:4000/rtp/239.253.92.99:6013
中国教育-1高清,http://60.7.56.50:4000/rtp/239.253.92.211:6069
中国交通频道,http://60.7.56.50:4000/rtp/239.253.93.189:6357
kaku 少儿,http://60.7.56.50:4000/rtp/239.253.92.162:8054
金鹰卡通,http://60.7.56.50:4000/rtp/239.253.92.163:8055
嘉佳卡通,http://60.7.56.50:4000/rtp/239.253.93.203:6381
优漫卡通,http://60.7.56.50:4000/rtp/239.253.93.204:6382
山东教育,http://60.7.56.50:4000/rtp/239.253.92.106:6135
兵团卫视,http://60.7.56.50:4000/rtp/239.253.93.176:6344
百姓健康,http://60.7.56.50:4000/rtp/239.253.92.199:6568
证券服务,http://60.7.56.50:4000/rtp/239.253.92.124:6569
电视指南,http://60.7.56.50:4000/rtp/239.253.92.17:6078
第一剧场,http://60.7.56.50:4000/rtp/239.253.92.18:6079
风云剧场,http://60.7.56.50:4000/rtp/239.253.92.22:6073
怀旧剧场,http://60.7.56.50:4000/rtp/239.253.92.98:6120
风云音乐,http://60.7.56.50:4000/rtp/239.253.92.111:8060
风云足球,http://60.7.56.50:4000/rtp/239.253.92.110:8061
高尔夫网球,http://60.7.56.50:4000/rtp/239.253.92.117:8062
武术世界,http://60.7.56.50:4000/rtp/239.253.92.141:8064
兵器科技,http://60.7.56.50:4000/rtp/239.253.92.119:8065
世界地理,http://60.7.56.50:4000/rtp/239.253.92.113:8066
老故事,http://60.7.56.50:4000/rtp/239.253.92.132:8068
环球奇观,http://60.7.56.50:4000/rtp/239.253.92.130:8069
文物宝库,http://60.7.56.50:4000/rtp/239.253.92.159:8070
国学,http://60.7.56.50:4000/rtp/239.253.92.158:8071
女性时尚,http://60.7.56.50:4000/rtp/239.253.92.249:6103
文化精品,http://60.7.56.50:4000/rtp/239.253.92.25:6104
早期教育,http://60.7.56.50:4000/rtp/239.253.92.39:6107
梨园,http://60.7.56.50:4000/rtp/239.253.92.152:8086
汽摩,http://60.7.56.50:4000/rtp/239.253.92.46:6110
CETV-2,http://60.7.56.50:4000/rtp/239.253.92.108:6136
CETV-4,http://60.7.56.50:4000/rtp/239.253.92.200:6137
中学生,http://60.7.56.50:4000/rtp/239.253.92.27:6106
快乐垂钓高清,http://60.7.56.50:4000/rtp/239.253.93.213:6391
新动漫,http://60.7.56.50:4000/rtp/239.253.93.217:6395
先锋乒羽,http://60.7.56.50:4000/rtp/239.253.93.219:6397
发现之旅,http://60.7.56.50:4000/rtp/239.253.94.30:6629
环球旅游,http://60.7.56.50:4000/rtp/239.253.93.220:6398
车迷,http://60.7.56.50:4000/rtp/239.253.93.221:6399
游戏风云高清,http://60.7.56.50:4000/rtp/239.253.93.222:6400
欢笑剧场4K,http://60.7.56.50:4000/rtp/239.253.93.223:6401
乐游高清,http://60.7.56.50:4000/rtp/239.253.93.224:6402
动漫秀场高清,http://60.7.56.50:4000/rtp/239.253.93.225:6403
生活时尚高清,http://60.7.56.50:4000/rtp/239.253.93.226:6404
都市剧场高清,http://60.7.56.50:4000/rtp/239.253.93.227:6405
茶频道高清,http://60.7.56.50:4000/rtp/239.253.93.212:6390
天元围棋,http://60.7.56.50:4000/rtp/239.253.93.211:6389
书画,http://60.7.56.50:4000/rtp/239.253.93.214:6392
摄影,http://60.7.56.50:4000/rtp/239.253.93.215:6393
央视台球高清,http://60.7.56.50:4000/rtp/239.253.93.231:6409
求索纪录高清,http://60.7.56.50:4000/rtp/239.253.93.236:6414
东方财经,http://60.7.56.50:4000/rtp/239.253.93.239:6417
金色学堂高清,http://60.7.56.50:4000/rtp/239.253.93.240:6418
法治天地高清,http://60.7.56.50:4000/rtp/239.253.93.241:6419
中华特产,http://60.7.56.50:4000/rtp/239.253.93.242:6420
四海钓鱼,http://60.7.56.50:4000/rtp/239.253.93.243:6421
优优宝贝,http://60.7.56.50:4000/rtp/239.253.93.244:6422
生态环境,http://60.7.56.50:4000/rtp/239.253.93.245:6423
家庭理财,http://60.7.56.50:4000/rtp/239.253.93.246:6424
财富天下,http://60.7.56.50:4000/rtp/239.253.93.247:6425
中华美食高清,http://60.7.56.50:4000/rtp/239.253.93.248:6426
电视指南高清,http://60.7.56.50:4000/rtp/239.253.93.249:6427
第一剧场高清,http://60.7.56.50:4000/rtp/239.253.93.138:6428
风云剧场高清,http://60.7.56.50:4000/rtp/239.253.93.251:6429
怀旧剧场高清,http://60.7.56.50:4000/rtp/239.253.93.252:6430
风云音乐高清,http://60.7.56.50:4000/rtp/239.253.93.253:6431
风云足球高清,http://60.7.56.50:4000/rtp/239.253.93.254:6432
高尔夫网球高清,http://60.7.56.50:4000/rtp/239.253.93.122:6465
武术世界高清,http://60.7.56.50:4000/rtp/239.253.93.46:6434
兵器科技高清,http://60.7.56.50:4000/rtp/239.253.93.47:6435
世界地理高清,http://60.7.56.50:4000/rtp/239.253.92.131:6113
文物宝库高清,http://60.7.56.50:4000/rtp/239.253.93.180:6437
女性时尚高清,http://60.7.56.50:4000/rtp/239.253.92.144:6114
文化精品高清,http://60.7.56.50:4000/rtp/239.253.93.175:6439
早期教育高清,http://60.7.56.50:4000/rtp/239.253.93.164:6440


河北卫视高清,http://101.18.125.31:8888/rtp/239.253.92.154:6011
河北经济生活高清,http://101.18.125.31:8888/rtp/239.253.92.171:6001
河北都市高清,http://101.18.125.31:8888/rtp/239.253.92.172:6002
河北影视剧高清,http://101.18.125.31:8888/rtp/239.253.92.173:6003
河北少儿科教高清,http://101.18.125.31:8888/rtp/239.253.92.174:6004
河北公共高清,http://101.18.125.31:8888/rtp/239.253.92.175:6005
河北农民高清,http://101.18.125.31:8888/rtp/239.253.92.176:6006
CCTV-1综合,http://101.18.125.31:8888/rtp/239.253.92.83:8012
CCTV-2财经,http://101.18.125.31:8888/rtp/239.253.92.190:6065
CCTV-3综艺,http://101.18.125.31:8888/rtp/239.253.92.191:6057
CCTV-4亚洲,http://101.18.125.31:8888/rtp/239.253.92.251:6141
CCTV-5体育,http://101.18.125.31:8888/rtp/239.253.92.181:6046
CCTV-6电影,http://101.18.125.31:8888/rtp/239.253.92.193:6058
CCTV-7国防军事,http://101.18.125.31:8888/rtp/239.253.92.194:6059
CCTV-8电视剧,http://101.18.125.31:8888/rtp/239.253.92.195:6060
CCTV-9纪录,http://101.18.125.31:8888/rtp/239.253.92.107:6020
CCTV-10科教,http://101.18.125.31:8888/rtp/239.253.92.196:6061
CCTV-11戏曲,http://101.18.125.31:8888/rtp/239.253.93.153:6321
CCTV-12社会与法,http://101.18.125.31:8888/rtp/239.253.92.197:6062
CCTV-13新闻,http://101.18.125.31:8888/rtp/239.253.92.13:8008
CCTV-14少儿,http://101.18.125.31:8888/rtp/239.253.92.198:6063
CCTV-15音乐,http://101.18.125.31:8888/rtp/239.253.93.154:6322
CCTV-17农业农村,http://101.18.125.31:8888/rtp/239.253.93.150:6318
CCTV-5+体育赛事,http://101.18.125.31:8888/rtp/239.253.92.82:8013
CGTN国际,http://101.18.125.31:8888/rtp/239.253.92.15:8011
睛彩河北,http://101.18.125.31:8888/rtp/239.253.92.104:6221
石家庄新闻综合高清,http://101.18.125.31:8888/rtp/239.253.92.149:6035
石家庄娱乐,http://101.18.125.31:8888/rtp/239.253.92.93:8120
石家庄生活,http://101.18.125.31:8888/rtp/239.253.92.94:8121
石家庄都市,http://101.18.125.31:8888/rtp/239.253.92.95:8122
湖南卫视高清,http://101.18.125.31:8888/rtp/239.253.92.84:8015
浙江卫视高清,http://101.18.125.31:8888/rtp/239.253.92.90:8020
江苏卫视高清,http://101.18.125.31:8888/rtp/239.253.92.88:8018
北京卫视高清,http://101.18.125.31:8888/rtp/239.253.92.87:8014
东南卫视高清,http://101.18.125.31:8888/rtp/239.253.92.201:6146
东方卫视高清,http://101.18.125.31:8888/rtp/239.253.92.89:8019
天津卫视高清,http://101.18.125.31:8888/rtp/239.253.92.91:8021
深圳卫视高清,http://101.18.125.31:8888/rtp/239.253.92.86:8017
山东卫视高清,http://101.18.125.31:8888/rtp/239.253.92.207:8109
广东卫视高清,http://101.18.125.31:8888/rtp/239.253.92.206:8108
黑龙江卫视高清,http://101.18.125.31:8888/rtp/239.253.92.85:8016
辽宁卫视高清,http://101.18.125.31:8888/rtp/239.253.92.115:6056
安徽卫视高清,http://101.18.125.31:8888/rtp/239.253.92.209:6566
湖北卫视高清,http://101.18.125.31:8888/rtp/239.253.92.210:6567
四川卫视高清,http://101.18.125.31:8888/rtp/239.253.92.16:6043
重庆卫视高清,http://101.18.125.31:8888/rtp/239.253.92.10:6053
河南卫视高清,http://101.18.125.31:8888/rtp/239.253.92.137:6144
金鹰纪实高清,http://101.18.125.31:8888/rtp/239.253.92.103:6054
广西卫视高清,http://101.18.125.31:8888/rtp/239.253.92.76:8043
贵州卫视高清,http://101.18.125.31:8888/rtp/239.253.92.105:6055
江西卫视高清,http://101.18.125.31:8888/rtp/239.253.92.19:6145
吉林卫视高清,http://101.18.125.31:8888/rtp/239.253.92.202:6147
海南卫视高清,http://101.18.125.31:8888/rtp/239.253.93.155:6323
BRTV纪实科教,http://101.18.125.31:8888/rtp/239.253.93.190:6358
承德新闻综合,http://101.18.125.31:8888/rtp/239.253.92.222:8112
承德公共,http://101.18.125.31:8888/rtp/239.253.92.223:8113
张家口新闻综合,http://101.18.125.31:8888/rtp/239.253.92.225:8115
张家口公共,http://101.18.125.31:8888/rtp/239.253.92.226:8116
秦皇岛新闻综合,http://101.18.125.31:8888/rtp/239.253.92.52:6021
秦皇岛公共,http://101.18.125.31:8888/rtp/239.253.92.53:6022
秦皇岛影视,http://101.18.125.31:8888/rtp/239.253.92.54:6023
唐山新闻综合,http://101.18.125.31:8888/rtp/239.253.92.245:6089
唐山生活服务,http://101.18.125.31:8888/rtp/239.253.92.126:6026
唐山影视,http://101.18.125.31:8888/rtp/239.253.92.127:6027
唐山公共,http://101.18.125.31:8888/rtp/239.253.92.128:6028
廊坊新闻,http://101.18.125.31:8888/rtp/239.253.92.164:6036
廊坊公共,http://101.18.125.31:8888/rtp/239.253.92.166:6037
沧州新闻综合,http://101.18.125.31:8888/rtp/239.253.92.121:6015
沧州公共,http://101.18.125.31:8888/rtp/239.253.92.122:6016
沧州影视娱乐,http://101.18.125.31:8888/rtp/239.253.92.123:6017
保定新闻综合,http://101.18.125.31:8888/rtp/239.253.93.2:6153
保定公共频道,http://101.18.125.31:8888/rtp/239.253.93.4:6157
保定生活健康,http://101.18.125.31:8888/rtp/239.253.93.5:6158
衡水新闻综合,http://101.18.125.31:8888/rtp/239.253.93.3:6154
衡水公共,http://101.18.125.31:8888/rtp/239.253.93.7:6160
邢台综合,http://101.18.125.31:8888/rtp/239.253.93.8:6161
邢台城市生活,http://101.18.125.31:8888/rtp/239.253.93.10:6163
纪实人文高清,http://101.18.125.31:8888/rtp/239.253.92.99:6013
中国教育-1高清,http://101.18.125.31:8888/rtp/239.253.92.211:6069
中国交通频道,http://101.18.125.31:8888/rtp/239.253.93.189:6357
kaku 少儿,http://101.18.125.31:8888/rtp/239.253.92.162:8054
金鹰卡通,http://101.18.125.31:8888/rtp/239.253.92.163:8055
嘉佳卡通,http://101.18.125.31:8888/rtp/239.253.93.203:6381
优漫卡通,http://101.18.125.31:8888/rtp/239.253.93.204:6382
山东教育,http://101.18.125.31:8888/rtp/239.253.92.106:6135
兵团卫视,http://101.18.125.31:8888/rtp/239.253.93.176:6344
百姓健康,http://101.18.125.31:8888/rtp/239.253.92.199:6568
证券服务,http://101.18.125.31:8888/rtp/239.253.92.124:6569
电视指南,http://101.18.125.31:8888/rtp/239.253.92.17:6078
第一剧场,http://101.18.125.31:8888/rtp/239.253.92.18:6079
风云剧场,http://101.18.125.31:8888/rtp/239.253.92.22:6073
怀旧剧场,http://101.18.125.31:8888/rtp/239.253.92.98:6120
风云音乐,http://101.18.125.31:8888/rtp/239.253.92.111:8060
风云足球,http://101.18.125.31:8888/rtp/239.253.92.110:8061
高尔夫网球,http://101.18.125.31:8888/rtp/239.253.92.117:8062
武术世界,http://101.18.125.31:8888/rtp/239.253.92.141:8064
兵器科技,http://101.18.125.31:8888/rtp/239.253.92.119:8065
世界地理,http://101.18.125.31:8888/rtp/239.253.92.113:8066
老故事,http://101.18.125.31:8888/rtp/239.253.92.132:8068
环球奇观,http://101.18.125.31:8888/rtp/239.253.92.130:8069
文物宝库,http://101.18.125.31:8888/rtp/239.253.92.159:8070
国学,http://101.18.125.31:8888/rtp/239.253.92.158:8071
女性时尚,http://101.18.125.31:8888/rtp/239.253.92.249:6103
文化精品,http://101.18.125.31:8888/rtp/239.253.92.25:6104
早期教育,http://101.18.125.31:8888/rtp/239.253.92.39:6107
梨园,http://101.18.125.31:8888/rtp/239.253.92.152:8086
汽摩,http://101.18.125.31:8888/rtp/239.253.92.46:6110
CETV-2,http://101.18.125.31:8888/rtp/239.253.92.108:6136
CETV-4,http://101.18.125.31:8888/rtp/239.253.92.200:6137
中学生,http://101.18.125.31:8888/rtp/239.253.92.27:6106
快乐垂钓高清,http://101.18.125.31:8888/rtp/239.253.93.213:6391
新动漫,http://101.18.125.31:8888/rtp/239.253.93.217:6395
先锋乒羽,http://101.18.125.31:8888/rtp/239.253.93.219:6397
发现之旅,http://101.18.125.31:8888/rtp/239.253.94.30:6629
环球旅游,http://101.18.125.31:8888/rtp/239.253.93.220:6398
车迷,http://101.18.125.31:8888/rtp/239.253.93.221:6399
游戏风云高清,http://101.18.125.31:8888/rtp/239.253.93.222:6400
欢笑剧场4K,http://101.18.125.31:8888/rtp/239.253.93.223:6401
乐游高清,http://101.18.125.31:8888/rtp/239.253.93.224:6402
动漫秀场高清,http://101.18.125.31:8888/rtp/239.253.93.225:6403
生活时尚高清,http://101.18.125.31:8888/rtp/239.253.93.226:6404
都市剧场高清,http://101.18.125.31:8888/rtp/239.253.93.227:6405
茶频道高清,http://101.18.125.31:8888/rtp/239.253.93.212:6390
天元围棋,http://101.18.125.31:8888/rtp/239.253.93.211:6389
书画,http://101.18.125.31:8888/rtp/239.253.93.214:6392
摄影,http://101.18.125.31:8888/rtp/239.253.93.215:6393
央视台球高清,http://101.18.125.31:8888/rtp/239.253.93.231:6409
求索纪录高清,http://101.18.125.31:8888/rtp/239.253.93.236:6414
东方财经,http://101.18.125.31:8888/rtp/239.253.93.239:6417
金色学堂高清,http://101.18.125.31:8888/rtp/239.253.93.240:6418
法治天地高清,http://101.18.125.31:8888/rtp/239.253.93.241:6419
中华特产,http://101.18.125.31:8888/rtp/239.253.93.242:6420
四海钓鱼,http://101.18.125.31:8888/rtp/239.253.93.243:6421
优优宝贝,http://101.18.125.31:8888/rtp/239.253.93.244:6422
生态环境,http://101.18.125.31:8888/rtp/239.253.93.245:6423
家庭理财,http://101.18.125.31:8888/rtp/239.253.93.246:6424
财富天下,http://101.18.125.31:8888/rtp/239.253.93.247:6425
中华美食高清,http://101.18.125.31:8888/rtp/239.253.93.248:6426
电视指南高清,http://101.18.125.31:8888/rtp/239.253.93.249:6427
第一剧场高清,http://101.18.125.31:8888/rtp/239.253.93.138:6428
风云剧场高清,http://101.18.125.31:8888/rtp/239.253.93.251:6429
怀旧剧场高清,http://101.18.125.31:8888/rtp/239.253.93.252:6430
风云音乐高清,http://101.18.125.31:8888/rtp/239.253.93.253:6431
风云足球高清,http://101.18.125.31:8888/rtp/239.253.93.254:6432
高尔夫网球高清,http://101.18.125.31:8888/rtp/239.253.93.122:6465
武术世界高清,http://101.18.125.31:8888/rtp/239.253.93.46:6434
兵器科技高清,http://101.18.125.31:8888/rtp/239.253.93.47:6435
世界地理高清,http://101.18.125.31:8888/rtp/239.253.92.131:6113
文物宝库高清,http://101.18.125.31:8888/rtp/239.253.93.180:6437
女性时尚高清,http://101.18.125.31:8888/rtp/239.253.92.144:6114
文化精品高清,http://101.18.125.31:8888/rtp/239.253.93.175:6439
早期教育高清,http://101.18.125.31:8888/rtp/239.253.93.164:6440


河北卫视高清,http://60.10.225.157:555/rtp/239.253.92.154:6011
河北经济生活高清,http://60.10.225.157:555/rtp/239.253.92.171:6001
河北都市高清,http://60.10.225.157:555/rtp/239.253.92.172:6002
河北影视剧高清,http://60.10.225.157:555/rtp/239.253.92.173:6003
河北少儿科教高清,http://60.10.225.157:555/rtp/239.253.92.174:6004
河北公共高清,http://60.10.225.157:555/rtp/239.253.92.175:6005
河北农民高清,http://60.10.225.157:555/rtp/239.253.92.176:6006
CCTV-1综合,http://60.10.225.157:555/rtp/239.253.92.83:8012
CCTV-2财经,http://60.10.225.157:555/rtp/239.253.92.190:6065
CCTV-3综艺,http://60.10.225.157:555/rtp/239.253.92.191:6057
CCTV-4亚洲,http://60.10.225.157:555/rtp/239.253.92.251:6141
CCTV-5体育,http://60.10.225.157:555/rtp/239.253.92.181:6046
CCTV-6电影,http://60.10.225.157:555/rtp/239.253.92.193:6058
CCTV-7国防军事,http://60.10.225.157:555/rtp/239.253.92.194:6059
CCTV-8电视剧,http://60.10.225.157:555/rtp/239.253.92.195:6060
CCTV-9纪录,http://60.10.225.157:555/rtp/239.253.92.107:6020
CCTV-10科教,http://60.10.225.157:555/rtp/239.253.92.196:6061
CCTV-11戏曲,http://60.10.225.157:555/rtp/239.253.93.153:6321
CCTV-12社会与法,http://60.10.225.157:555/rtp/239.253.92.197:6062
CCTV-13新闻,http://60.10.225.157:555/rtp/239.253.92.13:8008
CCTV-14少儿,http://60.10.225.157:555/rtp/239.253.92.198:6063
CCTV-15音乐,http://60.10.225.157:555/rtp/239.253.93.154:6322
CCTV-17农业农村,http://60.10.225.157:555/rtp/239.253.93.150:6318
CCTV-5+体育赛事,http://60.10.225.157:555/rtp/239.253.92.82:8013
CGTN国际,http://60.10.225.157:555/rtp/239.253.92.15:8011
睛彩河北,http://60.10.225.157:555/rtp/239.253.92.104:6221
石家庄新闻综合高清,http://60.10.225.157:555/rtp/239.253.92.149:6035
石家庄娱乐,http://60.10.225.157:555/rtp/239.253.92.93:8120
石家庄生活,http://60.10.225.157:555/rtp/239.253.92.94:8121
石家庄都市,http://60.10.225.157:555/rtp/239.253.92.95:8122
湖南卫视高清,http://60.10.225.157:555/rtp/239.253.92.84:8015
浙江卫视高清,http://60.10.225.157:555/rtp/239.253.92.90:8020
江苏卫视高清,http://60.10.225.157:555/rtp/239.253.92.88:8018
北京卫视高清,http://60.10.225.157:555/rtp/239.253.92.87:8014
东南卫视高清,http://60.10.225.157:555/rtp/239.253.92.201:6146
东方卫视高清,http://60.10.225.157:555/rtp/239.253.92.89:8019
天津卫视高清,http://60.10.225.157:555/rtp/239.253.92.91:8021
深圳卫视高清,http://60.10.225.157:555/rtp/239.253.92.86:8017
山东卫视高清,http://60.10.225.157:555/rtp/239.253.92.207:8109
广东卫视高清,http://60.10.225.157:555/rtp/239.253.92.206:8108
黑龙江卫视高清,http://60.10.225.157:555/rtp/239.253.92.85:8016
辽宁卫视高清,http://60.10.225.157:555/rtp/239.253.92.115:6056
安徽卫视高清,http://60.10.225.157:555/rtp/239.253.92.209:6566
湖北卫视高清,http://60.10.225.157:555/rtp/239.253.92.210:6567
四川卫视高清,http://60.10.225.157:555/rtp/239.253.92.16:6043
重庆卫视高清,http://60.10.225.157:555/rtp/239.253.92.10:6053
河南卫视高清,http://60.10.225.157:555/rtp/239.253.92.137:6144
金鹰纪实高清,http://60.10.225.157:555/rtp/239.253.92.103:6054
广西卫视高清,http://60.10.225.157:555/rtp/239.253.92.76:8043
贵州卫视高清,http://60.10.225.157:555/rtp/239.253.92.105:6055
江西卫视高清,http://60.10.225.157:555/rtp/239.253.92.19:6145
吉林卫视高清,http://60.10.225.157:555/rtp/239.253.92.202:6147
海南卫视高清,http://60.10.225.157:555/rtp/239.253.93.155:6323
BRTV纪实科教,http://60.10.225.157:555/rtp/239.253.93.190:6358
承德新闻综合,http://60.10.225.157:555/rtp/239.253.92.222:8112
承德公共,http://60.10.225.157:555/rtp/239.253.92.223:8113
张家口新闻综合,http://60.10.225.157:555/rtp/239.253.92.225:8115
张家口公共,http://60.10.225.157:555/rtp/239.253.92.226:8116
秦皇岛新闻综合,http://60.10.225.157:555/rtp/239.253.92.52:6021
秦皇岛公共,http://60.10.225.157:555/rtp/239.253.92.53:6022
秦皇岛影视,http://60.10.225.157:555/rtp/239.253.92.54:6023
唐山新闻综合,http://60.10.225.157:555/rtp/239.253.92.245:6089
唐山生活服务,http://60.10.225.157:555/rtp/239.253.92.126:6026
唐山影视,http://60.10.225.157:555/rtp/239.253.92.127:6027
唐山公共,http://60.10.225.157:555/rtp/239.253.92.128:6028
廊坊新闻,http://60.10.225.157:555/rtp/239.253.92.164:6036
廊坊公共,http://60.10.225.157:555/rtp/239.253.92.166:6037
沧州新闻综合,http://60.10.225.157:555/rtp/239.253.92.121:6015
沧州公共,http://60.10.225.157:555/rtp/239.253.92.122:6016
沧州影视娱乐,http://60.10.225.157:555/rtp/239.253.92.123:6017
保定新闻综合,http://60.10.225.157:555/rtp/239.253.93.2:6153
保定公共频道,http://60.10.225.157:555/rtp/239.253.93.4:6157
保定生活健康,http://60.10.225.157:555/rtp/239.253.93.5:6158
衡水新闻综合,http://60.10.225.157:555/rtp/239.253.93.3:6154
衡水公共,http://60.10.225.157:555/rtp/239.253.93.7:6160
邢台综合,http://60.10.225.157:555/rtp/239.253.93.8:6161
邢台城市生活,http://60.10.225.157:555/rtp/239.253.93.10:6163
纪实人文高清,http://60.10.225.157:555/rtp/239.253.92.99:6013
